"Execution time, nanoseconds"
21696
4768
4768
4053
4768
4768
5483
5722
4768
5245
13113
4768
4291
20503
5006
4768
4529
5245
20503
20742
6198
21934
5006
10013
7629
21457
6198
7152
5245
6437
5722
6198
6675
6675
5245
5483
6198
6437
6914
6437
7629
11205
7390
7629
7629
7390
7390
8106
8583
9059
8821
9298
9775
9536
9298
8821
10490
11682
9536
13113
14305
14066
15735
21457
14305
16689
12636
16689
14781
22172
18835
24795
14781
21457
18596
25749
19788
17166
28610
16212
17881
48398
32186
26226
20742
31471
36716
19311
18119
29802
33140
28610
31709
33855
29087
