"Execution time, nanoseconds"
152349
78916
109672
166893
228643
319242
740766
651121
568389
1215934
943183
938892
1119852
1403808
1621723
1825571
2062320
2467870
2691745
3062009
4149436
4009246
4832267
5024909
5954265
10967731
9738445
8793830
8209943
9171485
10186672
10117769
11418581
13622045
13569116
14758348
15138626
16716003
18119812
19569158
19953012
23547410
23537874
25838851
26853561
27945518
31030178
32921791
34342527
35852193
39728403
41369676
45228481
45297861
48555135
49722671
52434682
57157754
55984973
59368371
62830448
111715078
117564439
119684219
118623495
128896474
129042863
125380277
135614871
137108802
141851425
138179540
144553661
150564193
166419506
176167011
169697761
166477441
186733961
174618482
186961889
205102205
205979585
210554361
210196733
220586299
244463682
221543550
225469350
227563619
229920148
256252288
245326280
241814374
267988681
