"Execution time, nanoseconds"
91791
41246
27656
27894
32424
30279
57935
28371
26941
28133
41484
27418
28371
30755
29563
32186
32901
28371
17881
18358
13828
38862
15974
14066
13589
17881
16212
16212
16212
13589
16450
13351
15497
13351
16212
21934
16450
16689
15974
139236
14066
19550
14543
15974
17166
17166
20742
18835
19311
18119
20027
19788
18835
34570
18596
21457
19788
59366
20265
19311
30279
28848
29563
42200
31471
28848
51975
52213
32186
32901
30517
122308
31948
37431
41007
36954
121355
33140
72956
110626
47206
67234
33855
61750
46014
41723
58174
44822
34809
43392
65088
54121
56028
78439
45776
