Execution time, nanoseconds
1000
700
500
900
600
700
600
900
800
700
600
1000
700
700
500
900
700
700
600
900
700
800
700
900
800
700
700
800
800
700
600
800
800
800
700
800
1200
1000
700
1200
1100
900
800
1100
900
700
800
900
900
1200
800
1000
900
800
800
1100
900
900
900
1000
1000
1000
800
1200
1000
900
800
1100
1100
1000
1000
1000
1200
1000
1000
1000
1200
1000
900
1200
1200
900
1200
1200
1200
1000
1100
1200
1100
1000
1400
1300
1200
1000
1300
1200
1100
1100
1300
1200
1400
1200
1100
1200
1300
1100
1200
1300
1200
1600
1400
1400
1300
1100
1200
1300
1200
1600
1300
1300
1300
1200
1300
1300
1300
1300
1200
1400
1300
4100
1400
1300
1300
1300
1300
3400
2000
1400
1400
1500
1200
1400
1600
1500
1400
1400
1300
1300
1300
1300
1400
1400
1400
1400
1400
1400
1400
2500
1400
1700
1600
1500
1400
1600
1500
1400
1600
1500
1500
1500
1400
1500
1400
1600
1500
1600
1600
1800
1900
1700
1600
1500
1500
1700
1600
2900
1700
1600
1600
1600
1600
1600
1700
1500
1600
1600
1700
2100
1900
1900
2200
1800
1600
1800
1700
1700
1600
2400
1800
1800
1800
1900
1800
1700
1800
1800
1800
1600
1900
1700
1800
1700
1800
1700
1800
1700
1800
1700
3000
1700
1900
1700
2200
2000
1700
1900
1800
1900
2400
6100
1800
1900
1800
1900
1900
1900
1800
1900
1900
1900
1800
1900
2000
1900
1900
3000
2100
3000
2200
2000
2100
1900
2000
2000
2200
1900
2200
2000
2100
2000
2100
2000
2100
2000
2100
2100
3100
2200
2100
2100
2000
2200
2100
2800
2500
2300
2000
2300
2100
2200
2100
2700
2200
2200
2100
2200
2100
3900
3600
2200
2400
2100
2300
2100
2200
2100
2600
2300
2100
2300
2200
2300
23500
2300
2200
2300
2300
2200
2500
2200
2400
2300
2200
2500
3000
2500
2400
2200
2400
2900
2400
2900
2600
2300
2400
2300
2400
2300
3200
3900
2500
2400
2600
2500
2400
2400
2400
2300
2400
2500
2400
2400
2400
2300
2500
2500
2800
2700
2500
2600
2500
3300
2900
2400
2300
2500
2400
7400
2500
2500
2400
2800
2800
2500
4000
2500
2500
2500
2500
2500
2400
2500
2500
2400
2500
2600
2600
3000
2800
2600
2700
2600
2600
2600
2600
2500
2600
2700
2700
2600
2700
2600
2800
3500
2800
2800
2700
2700
2600
2800
2600
2700
2600
2700
2700
2700
2600
2900
3500
2900
2900
2700
2800
2900
2600
2700
2700
2700
2800
2900
2800
2700
2800
2800
3600
3000
2800
3000
2900
2900
3000
2700
2700
2900
2900
2700
2900
2500
2600
3300
2800
2700
2800
2700
2600
4400
4400
3800
4000
4200
3800
5000
4700
4600
23000
4200
22500
3900
3900
3600
3800
3800
3800
3300
4900
3000
2600
4100
3100
2600
3900
3900
2900
2600
2600
3700
2800
3000
3200
60300
2900
2900
19900
3200
4000
26000
2700
2800
2900
2800
2700
3000
21300
2900
2700
3700
2800
2700
2800
2900
2700
3400
3100
3100
3100
2900
2900
3100
4000
3000
2900
3000
3100
2900
2800
2800
2900
2900
2800
2900
3000
2800
2800
3100
3000
2800
3100
2900
3300
3000
3000
2900
3100
2900
3000
3000
3700
3300
3000
3000
3300
3100
2900
3000
3000
3100
2900
3000
3000
54700
5300
5400
4300
4400
4200
4600
4100
4400
4000
5800
5100
3200
3100
3300
3400
3000
3300
3100
3100
3100
3800
3400
3300
3100
3200
3400
3300
3100
3200
3200
3400
3100
3200
4100
4500
3600
3200
3200
3200
3100
3200
3200
3200
3200
3300
4100
3600
3900
3700
3800
3600
3300
3900
3300
3600
3300
3500
3500
3400
3400
3500
3500
3400
12700
3400
3400
3600
3500
3400
3400
3400
3600
3400
3500
3400
3500
3300
4000
3500
3400
3600
5600
3500
3600
3700
3600
3800
3500
3400
3600
3400
3500
3400
3600
3500
3500
3400
3600
3400
3400
3400
4100
3500
3500
3400
3500
3600
3500
3500
3500
3500
3600
3900
4000
4100
3500
3900
4100
4400
4000
4000
4300
4900
4200
4100
4100
4100
4000
4000
4100
4100
4100
4700
4100
4100
4000
4100
4200
4400
4500
4200
4200
4400
4100
4200
4100
4300
4800
7200
4900
4200
4100
4300
4300
4300
4200
4400
4500
4400
4200
4300
4200
4400
4200
4300
4200
5000
4300
4300
4600
4500
4300
4300
4300
4400
5000
4300
4400
4300
5300
4300
4400
4300
4300
5100
4500
4500
4300
4400
4400
4400
10000
4600
4800
4500
4400
4400
4400
4600
4300
4500
4500
4800
4500
4300
4500
4500
4600
4500
4700
16000
4600
5100
4700
4600
4400
4500
4400
4600
15700
4700
4600
4600
4500
4600
4600
4600
4600
5300
4700
4600
4600
4600
4800
4600
4700
4600
5600
4700
4600
4500
4700
4700
4600
4700
5100
4800
4500
4800
4600
4800
4600
4800
5600
4700
4700
4700
4800
4700
4600
4700
16300
5000
4600
4700
4900
4700
4700
4700
5600
5100
4800
4700
5000
4800
5000
4800
4900
5200
5200
5000
4900
5200
4800
4900
4900
7900
7000
5400
5000
5000
6000
5000
6000
5100
4900
4800
4900
5000
4800
4700
5800
5000
5700
4900
5000
5000
5000
5000
5500
5000
4800
5100
5000
5200
4900
6000
5200
5000
8900
5000
5100
5100
5200
5300
5200
5200
5100
5000
5100
5200
5100
5400
5300
5000
5200
5100
5200
5100
5800
5100
5100
6100
5100
5100
5100
5200
5500
5200
5100
5300
5100
5300
5200
5900
5100
5300
5200
5300
5200
5300
6100
5300
5100
5100
5300
5300
5400
5200
6100
5400
5300
5100
5400
5200
5300
6000
5300
5200
5300
5300
5300
5500
5200
5700
5500
5700
5300
5300
5300
5400
6400
5400
5400
