"Execution time, nanoseconds"
1049
500
333
143
1096
286
143
286
143
262
166
286
333
143
286
405
309
286
1668
286
405
286
1788
286
286
333
333
429
333
357
333
357
429
286
286
405
309
333
357
333
333
333
333
381
2479
286
2765
905
500
429
1955
2717
309
286
309
286
286
309
405
2646
309
357
429
452
119
2598
476
166
119
119
357
2384
143
286
309
95
119
95
309
166
95
95
190
95
286
143
119
143
143
286
190
119
95
119
143
286
166
2145
381
119
143
119
286
166
143
143
214
262
143
95
309
286
166
119
166
95
333
143
119
262
143
119
95
286
214
286
214
309
166
95
95
238
143
119
95
286
143
95
119
262
166
119
286
119
238
166
262
119
119
262
143
119
262
143
119
119
286
166
95
309
143
286
143
119
143
309
143
238
143
143
262
166
309
143
119
309
166
119
333
166
286
119
143
309
309
166
286
309
286
166
1144
262
143
333
143
286
309
143
309
166
333
190
143
357
143
572
143
309
214
357
309
119
143
286
262
262
143
119
286
262
143
95
238
143
286
166
238
166
143
286
143
238
166
262
286
166
143
286
143
381
166
286
166
262
309
166
286
143
309
166
286
286
286
309
166
286
190
309
190
262
166
286
143
309
309
166
309
166
500
333
166
309
143
262
166
286
309
309
309
143
309
166
286
143
309
166
286
286
286
143
286
166
309
309
309
309
4172
572
2789
309
190
286
2384
333
429
357
286
309
309
309
2622
333
1287
333
286
333
309
1931
286
309
286
262
309
262
286
286
309
286
309
286
309
286
309
309
309
309
309
2622
309
286
286
309
309
286
286
309
309
309
309
286
262
309
286
309
357
309
524
333
309
309
333
286
286
309
286
309
286
286
286
309
286
309
309
309
309
309
286
2622
309
739
309
309
1049
309
286
286
166
286
333
309
309
333
309
476
333
333
357
333
333
524
333
214
381
357
381
357
381
357
572
476
452
452
500
405
452
405
405
405
357
357
357
357
333
381
381
381
357
381
357
405
2288
452
405
357
381
357
357
357
357
357
357
381
381
429
476
429
3218
381
381
405
381
381
357
381
381
357
381
381
381
405
429
381
357
405
405
405
429
381
381
381
381
381
381
476
405
548
405
452
929
381
476
429
2264
333
357
1215
309
2002
381
333
309
309
309
309
286
286
333
333
333
309
309
357
357
357
357
357
333
357
357
357
381
357
333
381
381
381
381
858
357
357
357
357
333
333
357
357
357
333
309
333
333
333
357
333
333
333
357
333
333
333
333
333
333
357
357
333
357
333
357
333
333
333
333
357
333
333
357
333
333
333
333
333
381
333
333
333
333
309
333
333
333
333
333
357
333
333
333
333
309
309
381
309
333
333
309
333
381
548
309
333
309
309
309
286
309
286
309
1668
929
309
309
309
381
333
333
2479
643
333
309
286
309
309
309
309
309
286
333
333
333
1764
2241
1668
2336
429
1668
333
333
333
333
333
1716
929
381
309
333
309
286
309
309
309
286
309
309
309
309
286
309
333
309
357
309
286
286
333
309
333
333
333
381
357
333
309
309
333
333
333
333
333
333
667
357
333
333
309
309
286
309
309
262
309
333
333
309
333
309
309
309
333
333
333
286
381
333
333
309
333
333
333
309
333
357
333
333
333
357
357
381
333
333
357
357
953
357
381
333
333
357
357
405
476
4768
14948
476
405
357
333
333
333
333
905
14853
381
333
333
405
309
333
309
286
333
309
286
309
309
309
333
309
286
357
333
309
357
357
357
357
405
357
333
357
357
381
357
357
357
381
429
357
381
381
357
405
357
357
357
500
405
381
381
381
452
429
1931
500
405
429
381
452
405
381
357
1859
667
381
333
333
309
309
333
333
333
333
381
500
357
286
309
333
333
357
333
333
429
333
309
309
333
309
333
333
333
333
333
1263
357
357
357
333
309
357
357
429
357
357
357
357
357
357
357
357
357
429
357
381
357
357
381
357
357
357
429
357
429
929
357
333
309
333
333
762
381
309
333
309
333
309
333
309
333
333
333
333
405
309
357
357
357
357
333
357
333
357
333
333
333
333
357
357
357
309
357
333
381
357
357
476
309
309
309
286
309
286
333
1525
381
333
405
381
1621
1072
834
333
333
333
309
333
333
333
309
333
381
333
309
333
333
333
333
333
357
357
357
357
357
357
357
333
357
381
357
357
357
1358
333
357
357
357
357
357
357
333
333
357
357
452
405
357
357
357
357
357
357
357
500
357
381
357
381
476
357
357
357
333
333
333
333
333
357
357
429
357
381
357
357
357
357
357
1263
977
429
405
500
572
715
596
452
452
357
333
333
452
834
476
452
452
405
357
548
405
405
333
1168
548
357
381
3218
429
357
333
381
357
405
333
381
381
357
357
357
357
381
333
357
381
357
333
357
333
357
381
476
357
333
381
381
357
357
357
357
381
381
381
357
405
476
524
429
452
3027
1811
524
381
357
381
381
357
381
357
381
357
381
357
357
357
381
357
357
381
381
357
357
357
405
357
381
333
381
357
381
357
333
476
381
452
381
452
500
476
572
524
357
357
333
357
357
834
381
381
357
381
357
357
357
405
381
405
357
429
381
1907
333
333
309
333
333
333
333
357
357
333
381
333
357
333
357
357
357
381
357
381
834
476
333
357
381
333
357
381
405
405
381
381
596
333
333
333
333
309
357
1931
381
333
333
381
405
476
357
572
357
357
381
476
381
381
357
357
381
357
357
357
357
357
333
357
452
405
381
357
357
452
429
2765
429
405
452
476
405
5769
1931
381
405
381
357
381
381
381
381
405
357
405
476
357
405
357
381
357
381
381
381
357
381
405
381
405
452
357
429
381
381
452
476
405
429
381
381
357
357
381
357
381
452
381
619
619
333
309
333
357
500
333
333
333
405
309
333
333
333
